,Timestamp,"//*[@id=""productivity-apps""]/header[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bound "")][1]/h1[1]/span[1]_RELOC","xpath//*[@id=""productivity-apps""]/header/div/h1/span_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" links "")]/li[6]_RELOC",xpath//html/body/footer/div/div/div/ul/li[6]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" mobile "")]/li[2]_RELOC",xpath//html/body/nav/div/ul[3]/li[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" features "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bound "")][1]/ul[1]/li[1]_RELOC","xpath//*[@id=""security""]/div/div[2]/div/ul/li_SEL","//*[@data-position=""6""]_RELOC",class namesingle-app_SEL,"xpath//*[@id=""productivity-apps""]/div/div/div/div/div[6]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" features "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bound "")][1]/ul[1]/li[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" text "")][1]_RELOC",class nametext_SEL,"xpath//*[@id=""security""]/div/div[2]/div/ul/li/span_SEL","//*[@data-position=""5""]_RELOC","xpath//*[@id=""productivity-apps""]/div/div/div/div/div[5]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" desktop "")]//*[@data-m=""{""cN"":""PLAYSTORE"",""sN"":""P10"",""pV"":""1""}""]/span[1]_RELOC",xpath//html/body/nav/div/ul[2]/li[2]/a/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" check-in-to-flights "")]/*[@aria-hidden=""true""][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" mini-states "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" fill "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" triptych "")][1]_RELOC",class nametriptych_SEL,"xpath//*[@id=""time-management""]/div[3]/div/div[2]/div/div/div/div_SEL","//*[@id=""a-simple-experience""]/header[1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" text "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bound "")][1]_RELOC",class namebound_SEL,"xpath//*[@id=""a-simple-experience""]/header/div[2]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" above-fold "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" plate "")][1]_RELOC",class nameplate_SEL,xpath//html/body/header/div/div/section/div_SEL,"//*[@id=""security""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" scenery "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" primary "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bound "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" text "")][1]/p[1]_RELOC","xpath//*[@id=""security""]/div/div/div/div[2]/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" create-personal-events "")]_RELOC",class namescenario_SEL,"xpath//*[@id=""time-management""]/div[3]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" fine-print "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bound "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" primary "")][1]_RELOC",class nameprimary_SEL,xpath//html/body/footer/div/div_SEL,"//*[@data-src=""http://wayback.archive-it.org/all/20220113231806oe_/https://ow2.res.office365.com/owalanding/2021.11.10.01/images/mother-and-child-reunion.jpg""]_RELOC",class nameart_SEL,"xpath//*[@id=""time-management""]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" essay "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" bound "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" description "")][1]_RELOC",class namedescription_SEL,"xpath//*[@id=""time-management""]/div[2]/div/div_SEL","//*[@aria-labelledby=""one-place-feature-title-b""]_RELOC","xpath//*[@id=""a-simple-experience""]/div/div/div/div[2]/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" default "")]_RELOC",class namedefault_SEL,"xpath//*[@id=""a-simple-experience""]/div/div/div/div[2]/ul/li_SEL","//*[@data-bg=""url(https://ow2.res.office365.com/owalanding/2021.11.10.01/images/outlook-mobile-apps-ios.jpg)""]_RELOC",class nameartwork_SEL,"xpath//*[@id=""mobile-speedbump""]/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" legal "")]_RELOC",class namelegal_SEL,xpath//html/body/footer/div/div/div_SEL
20,20220202230104,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
21,20220203230053,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
22,20220204231821,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
23,20220205225332,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
24,20220206212954,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
25,20220207210419,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
26,20220208215202,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
27,20220209220334,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
28,20220210230307,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
29,20220211235609,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
30,20220212234142,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
31,20220213233547,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
32,20220214234653,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
33,20220215234550,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
34,20220216152322,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
35,20220217235607,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
36,20220218181207,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
37,20220219211930,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
38,20220220031842,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
39,20220221223219,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
40,20220222231227,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
41,20220223225144,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
42,20220224221730,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
43,20220225232704,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
44,20220226235923,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
45,20220227223354,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
46,20220228220955,1,2,1,1,1,1,1,4,1,6,1,1,8,4,1,1,0,1,1,2,1,1,24,1,1,24,1,1,1,1,1,2,1,6,1,0,40,3,1,2,1,1,2,1,1,10,1,40,2,1,1,1
