,Timestamp,"//*[@data-show-pixel=""https://trk.mail.ru/i/e5kn46?mt_sub1=mail.ru&mt_sub2=cross_promo&mt_sub3=banner_1&mt_sub4=824016""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" asteroid-base-header__link "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" asteroid-base-header__info "")][2]/*[contains(concat("" "", normalize-space(@class), "" ""), "" asteroid-base-header__title "")][1]_RELOC",class nameasteroid-base-header__title_SEL,"xpath//*[@id=""asteroid-skillbox""]/div/div/a/div/div[1]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" months "")]/span[1]_RELOC","xpath//*[@id=""asteroid-covid""]/div/a[2]/div[2]/div[3]/span[1]_SEL","//*[@data-show-pixel=""https://trk.mail.ru/i/e5kn46?mt_sub1=mail.ru&mt_sub2=cross_promo&mt_sub3=banner_1&mt_sub4=824016""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" asteroid-base-header__link "")][1]/*[contains(concat("" "", normalize-space(@class), "" ""), "" asteroid-base-header__info "")][2]_RELOC",class nameasteroid-base-header__info_SEL,"xpath//*[@id=""asteroid-skillbox""]/div/div/a/div_SEL","//*[@data-show-counter=""73846559""]//*[@style=""max-width: 200px; ""]_RELOC",class nameresplash-btn_SEL,"xpath//*[@id=""asteroid-games""]/div/ul/li[1]/div/a/button_SEL","//*[@name=""Login""]_RELOC",nameLogin_SEL,"xpath//*[@id=""mailbox""]/form[2]/input[1]_SEL","//*[@data-show-pixel=""https://rs.mail.ru/pixel/AACh8gEx8Cz7QroeeMQWO_eGaDU-JxtKnyEdufpCFQNSIdCRLoJAgSChPxptW1pVF-QAL0cDTclne6UDI81ondnYVCOFKdvmJ5p2xuXk3qwYsKPwhOGFJrUMK9EZUS9LKpzl7usr_awktTrnLfRGjmANaxjR5WdbZG-TCSxuyOxTgBqKYcFBxUEaAAAAUkHDH2CSFCgzEryQRN7RRCGVgJf2uBiync0K6C4qmYE.gif""]_RELOC",class namebase-widget_SEL,"xpath//*[@id=""asteroid-aliexpress""]/div_SEL","//*[@data-show-pixel=""https://rs.mail.ru/pixel/AACh8gEx8Cz7QroeeMQWO_eGaDU-JxtKnyEdufpCFQNSIdCRLoJAgSChPxptW1pVF-QAL0cDTclne6UDI81ondnYVCOFKdvmJ5p2xuXk3qwYsKPwhOGFJrUMK9EZUS9LKpzl7usr_awktTrnLfRGjmANaxjR5WdbZG-TCSxuyOxTgBqKYYcssioaAAAATT261VA3jHQR0pfCyHh6qnq-6rwgouxlCpv6AuEOkfU.gif""]_RELOC","xpath//*[@id=""asteroid-tv""]/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" grid_newscol "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" grid__rcol "")][2]_RELOC",class namegrid__rcol_SEL,"xpath//*[@id=""grid:middle""]/div[2]/div[3]/div[2]_SEL","//*[@data-show-pixel=""https://trk.mail.ru/i/ozn1v4?mt_sub1=mail.ru&mt_sub2=0&mt_sub3=78433929&mt_sub4=824014""]_RELOC",class nameasteroid-base-header_SEL,"xpath//*[@id=""asteroid-tv""]/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" weather__info "")]/*[contains(concat("" "", normalize-space(@class), "" ""), "" weather__humidity "")][2]_RELOC",class nameweather__humidity_SEL,"xpath//*[@id=""grid:middle""]/div[1]/div[2]/a[1]/div/div[2]_SEL","//*[@data-show-counter=""73846559""]/div_RELOC",class namelist-widget-item_SEL,"xpath//*[@id=""asteroid-games""]/div/ul/li[1]/div_SEL","//*[@data-show-counter=""79643050""]_RELOC","xpath//*[@id=""mailbox""]/div[2]/button_SEL",//header/div_RELOC,class namecovid__head-title_SEL,"xpath//*[@id=""asteroid-covid""]/div/a[1]/header/div_SEL","//*[@data-show-pixel=""https://likemore-go.imgsmail.ru/multimedia_pxt?doc_id=4315291805452040964&meta_info=eNpzYuJgAAABIgBN&meta_type=doc&qid=d8f3a65b-4447-4c57-946f-564c51d1cb8a&source_id=909872003914671233&stream_id=lenta_main_mail_ru_mediaproject&title_position=1&url=https%3A%2F%2Flady.mail.ru%2Farticle%2F524737-dzhennifer-jeniston-pokazala-chestnye-selfi-bez-makijazha-i-ukladki%2F&p=show""]_RELOC","xpath//*[@id=""grid:middle""]/div[2]/div[3]/div[1]/ul/li[13]_SEL","//*[@data-show-counter=""73846565""]//*[@target=""_blank""]/*[contains(concat("" "", normalize-space(@class), "" ""), "" list-widget-item__info "")][2]_RELOC",class namelist-widget-item__info_SEL,"xpath//*[@id=""asteroid-games""]/div/ul/li[2]/div/a/div_SEL","//*[@data-testid=""news-tabs""]_RELOC",class nametabs_SEL,"xpath//*[@id=""grid:middle""]/div[2]/div[2]_SEL","//*[@data-show-counter=""73846565""]_RELOC","xpath//*[@id=""asteroid-games""]/div/ul/li[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" covid-tabs__item_active "")]_RELOC",class namecovid-tabs__item_SEL,"xpath//*[@id=""asteroid-covid""]/div/a[2]/div[1]/div[1]_SEL","//*[@data-show-pixel=""https://likemore-go.imgsmail.ru/multimedia_pxt?doc_id=4209274073384731595&meta_info=eNpzYuJgAAABIgBN&meta_type=doc&qid=d8f3a65b-4447-4c57-946f-564c51d1cb8a&source_id=5467704833012698134&stream_id=lenta_main_mail_ru_mediaproject&title_position=1&url=https%3A%2F%2Fsportmail.ru%2Fnews%2Ffootball-rus-premier%2F49599091%2F%3Ffrommail%3D1&p=show""]_RELOC","xpath//*[@id=""grid:middle""]/div[2]/div[3]/div[1]/ul/li[15]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" covid-chart "")]/div[2]_RELOC",class namelabel_SEL,"xpath//*[@id=""asteroid-covid""]/div/a[2]/div[2]/div[2]_SEL"
70,20220414235259,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,20220415231319,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,20220416233518,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,20220417235822,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,20220418234907,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,20220420235803,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False
76,20220421232713,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False
77,20220425233756,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False
78,20220426233503,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,20220427232940,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,20220428235040,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False
81,20220429235457,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,20220430233708,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False
83,20220504234026,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,20220514235138,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,20220515233452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,20220516235720,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,20220517235703,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False
88,20220518232747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,20220519234435,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False
90,20220529235246,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,20220603235024,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,20220604234850,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,20220616235226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,20220617235158,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False
95,20220622234151,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False
96,20220623234328,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False
97,20220630234714,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False
98,20220701221054,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False
99,20220705233638,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,20220724235559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,20220725224921,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False
102,20220730235802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
103,20220731233934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
104,20220801231819,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,20220802004710,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
