,Timestamp,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" millions--header "")]/p_RELOC","xpath//*[@id=""maincontent""]/section[7]/header/p_SEL","//*[@value=""?hl=ro""]_RELOC","xpath//*[@id=""language-switch""]/option[44]_SEL","//*[@value=""?hl=zh-HK""]_RELOC","xpath//*[@id=""language-switch""]/option[59]_SEL","//*[@id=""logo-type""]_RELOC",idlogo-type_SEL,"xpath//*[@id=""logo-type""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" choose-design "")]/header_RELOC","xpath//*[@id=""choose-design""]/header_SEL","//*[@xlink:href=""#icon-arrow-down""]_RELOC","xpath//*[@id=""maincontent""]/section[1]/a/svg/use_SEL","//*[@id=""logo-icon""]/g/g/g/g_RELOC",idXMLID_465__SEL,"xpath//*[@id=""XMLID_465_""]_SEL","//*[@value=""?hl=ru""]_RELOC","xpath//*[@id=""language-switch""]/option[45]_SEL","//*[@value=""?hl=am""]_RELOC","xpath//*[@id=""language-switch""]/option[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" earn-money "")]/header_RELOC","xpath//*[@id=""maincontent""]/section[4]/header_SEL","//*[@value=""?hl=pl""]_RELOC","xpath//*[@id=""language-switch""]/option[41]_SEL","//*[@value=""?hl=fr-CA""]_RELOC","xpath//*[@id=""language-switch""]/option[20]_SEL","//*[@value=""?hl=pt-BR""]_RELOC","xpath//*[@id=""language-switch""]/option[42]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" mixer "")]_RELOC",class nametheme--layer_SEL,"xpath//*[@id=""maincontent""]/section[1]/div/div[3]/img[2]_SEL",//footer/section[1]/ul[2]/li[1]_RELOC,xpath//html/body/footer/section[1]/ul[2]/li[1]_SEL,"//*[@id=""logo-icon""]/g/g/g_RELOC",idXMLID_464__SEL,"xpath//*[@id=""XMLID_464_""]_SEL","//*[@value=""?hl=zh-TW""]_RELOC","xpath//*[@id=""language-switch""]/option[60]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" know-your-audience "")]/header/div/p_RELOC","xpath//*[@id=""maincontent""]/section[5]/header/div/p_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" millions--map "")]_RELOC",class namemillions--map_SEL,"xpath//*[@id=""maincontent""]/section[7]/div/div[1]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" playicon "")]_RELOC",class namebackground--layer_SEL,"xpath//*[@id=""maincontent""]/section[6]/div/img[3]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" ga-header-sign-in "")]/span_RELOC",xpath//html/body/header/div[1]/div[2]/a[1]/span_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" header--buttons "")]_RELOC",class nameheader--buttons_SEL,xpath//html/body/header/div[1]/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" chart "")]_RELOC","xpath//*[@id=""maincontent""]/section[5]/div/div[2]/img[1]_SEL","//*[@value=""?hl=da""]_RELOC","xpath//*[@id=""language-switch""]/option[9]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" meta "")]/div_RELOC",xpath//html/body/footer/section[2]/div_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" free-domain "")]/div_RELOC",class namebackground_SEL,"xpath//*[@id=""maincontent""]/section[3]/div_SEL","//*[@value=""?hl=is""]_RELOC","xpath//*[@id=""language-switch""]/option[28]_SEL","//*[@value=""?hl=es""]_RELOC","xpath//*[@id=""language-switch""]/option[14]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" earn-money "")]/header/div/h2_RELOC","xpath//*[@id=""maincontent""]/section[4]/header/div/h2_SEL","//*[@value=""?hl=mr""]_RELOC","xpath//*[@id=""language-switch""]/option[37]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" choose-design "")]/header/div/h2_RELOC","xpath//*[@id=""choose-design""]/header/div/h2_SEL","//*[@value=""?hl=ca""]_RELOC","xpath//*[@id=""language-switch""]/option[7]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" tea "")]_RELOC","xpath//*[@id=""maincontent""]/section[1]/div/div[1]/img[2]_SEL","//*[@id=""XMLID_2_""]/stop[2]_RELOC","xpath//*[@id=""XMLID_2_""]/stop[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" header--underlay "")]_RELOC",class nameheader--underlay_SEL,xpath//html/body/header/div[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" logo-icon "")]/svg/style_RELOC",xpath//html/body/header/div[1]/div[1]/a/svg[1]/svg/style_SEL,//title_RELOC,xpath//html/head/title_SEL,//footer/section[1]/ul[3]/li[2]_RELOC,xpath//html/body/footer/section[1]/ul[3]/li[2]_SEL,"//*[contains(concat("" "", normalize-space(@class), "" ""), "" tools "")]_RELOC","xpath//*[@id=""choose-design""]/div/img[1]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" lettergroup1 "")]_RELOC","xpath//*[@id=""maincontent""]/section[3]/div/img[1]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" know-your-audience "")]/div/div[1]_RELOC","xpath//*[@id=""maincontent""]/section[5]/div/div[1]_SEL","//*[@value=""?hl=gl""]_RELOC","xpath//*[@id=""language-switch""]/option[22]_SEL","//*[@value=""?hl=sw""]_RELOC","xpath//*[@id=""language-switch""]/option[50]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" choose-design "")]/header/div/p_RELOC","xpath//*[@id=""choose-design""]/header/div/p_SEL","//*[@value=""?hl=en-GB""]_RELOC","xpath//*[@id=""language-switch""]/option[12]_SEL","//*[@value=""?hl=ko""]_RELOC","xpath//*[@id=""language-switch""]/option[33]_SEL",//footer/section[1]/ul[3]/li[3]_RELOC,xpath//html/body/footer/section[1]/ul[3]/li[3]_SEL,"//*[@id=""XMLID_2_""]/stop[1]_RELOC","xpath//*[@id=""XMLID_2_""]/stop[1]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" earn-money "")]/header/div_RELOC","xpath//*[@id=""maincontent""]/section[4]/header/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" logo-icon "")]/svg/g/g/g/g_RELOC"
13,20220311211043,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
14,20220319235445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,20220320232701,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
16,20220321233836,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
17,20220323192908,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
18,20220324211950,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
19,20220325201443,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
20,20220328231812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,20220403235152,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
22,20220404222905,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
23,20220407235556,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
24,20220408224318,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
25,20220410231631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,20220413190844,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
27,20220416224402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,20220424234721,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
29,20220429235956,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
30,20220430233350,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
31,20220503205037,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
32,20220505224941,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
33,20220506234900,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
